m,p,lambda,fam,T,Z,ratio,mu,dictatorship,maximal
5,0.25,0.333333333333,4415,-0,2.66666666667,0.84375,0.6328125,0,"[(1, 2), (1, 3), (3, 4)]"
5,0.25,0.333333333333,1343,-0,2.66666666667,0.84375,0.6328125,0,"[(1, 2), (1, 3), (2, 4)]"
5,0.25,0.333333333333,5439,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 4), (3, 4)]"
5,0.25,0.333333333333,831,-0,2.66666666667,0.84375,0.6328125,0,"[(1, 2), (1, 3), (1, 4)]"
5,0.25,0.333333333333,4927,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (1, 4), (3, 4)]"
5,0.25,0.333333333333,13119,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2), (1, 3, 4)]"
5,0.25,0.333333333333,1855,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (1, 4), (2, 4)]"
5,0.25,0.333333333333,5951,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4)]"
5,0.25,0.333333333333,14143,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2), (2, 4), (1, 3, 4)]"
5,0.25,0.333333333333,3903,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 3), (1, 2, 4)]"
5,0.25,0.333333333333,7999,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 3), (1, 2, 4), (3, 4)]"
5,0.25,0.333333333333,16191,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 4), (1, 3, 4)]"
5,0.25,0.333333333333,127,-0,2.33333333333,0.73828125,0.5537109375,0,"[(1, 2), (1, 3), (2, 3)]"
5,0.25,0.333333333333,65663,-0,2.66666666667,0.84375,0.6328125,0,"[(1, 2), (1, 3), (2, 3), (5,)]"
5,0.25,0.333333333333,1114239,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 3), (3, 5)]"
5,0.25,0.333333333333,327807,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 3), (2, 5)]"
5,0.25,0.333333333333,1376383,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (2, 3), (2, 5), (3, 5)]"
5,0.25,0.333333333333,5570687,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2), (1, 3), (2, 3, 5)]"
5,0.25,0.333333333333,196735,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 3), (1, 5)]"
5,0.25,0.333333333333,1245311,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (2, 3), (1, 5), (3, 5)]"
5,0.25,0.333333333333,3342463,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2), (2, 3), (1, 3, 5)]"
5,0.25,0.333333333333,458879,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (2, 3), (1, 5), (2, 5)]"
5,0.25,0.333333333333,1507455,-0,3,0.94921875,0.7119140625,0,"[(1, 2), (1, 3), (2, 3), (1, 5), (2, 5), (3, 5)]"
5,0.25,0.333333333333,5701759,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 2), (1, 3), (1, 5), (2, 3, 5)]"
5,0.25,0.333333333333,3604607,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 2), (2, 3), (2, 5), (1, 3, 5)]"
5,0.25,0.333333333333,7798911,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2), (1, 3, 5), (2, 3, 5)]"
5,0.25,0.333333333333,983167,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 3), (2, 3), (1, 2, 5)]"
5,0.25,0.333333333333,2031743,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 3), (2, 3), (1, 2, 5), (3, 5)]"
5,0.25,0.333333333333,6226047,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 3), (1, 2, 5), (2, 3, 5)]"
5,0.25,0.333333333333,4128895,-0,3.07407407407,0.97265625,0.7294921875,0,"[(2, 3), (1, 2, 5), (1, 3, 5)]"
5,0.25,0.333333333333,8323199,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 5), (1, 3, 5), (2, 3, 5)]"
5,0.25,0.333333333333,383,-0,2.66666666667,0.84375,0.6328125,0,"[(1, 2), (1, 3), (2, 3), (4,)]"
5,0.25,0.333333333333,4479,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 3), (3, 4)]"
5,0.25,0.333333333333,1407,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 3), (2, 4)]"
5,0.25,0.333333333333,5503,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (2, 3), (2, 4), (3, 4)]"
5,0.25,0.333333333333,21887,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2), (1, 3), (2, 3, 4)]"
5,0.25,0.333333333333,895,-0,2.77777777778,0.87890625,0.6591796875,0,"[(1, 2), (1, 3), (2, 3), (1, 4)]"
5,0.25,0.333333333333,4991,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (2, 3), (1, 4), (3, 4)]"
5,0.25,0.333333333333,13183,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2), (2, 3), (1, 3, 4)]"
5,0.25,0.333333333333,1919,-0,2.88888888889,0.9140625,0.685546875,0,"[(1, 2), (1, 3), (2, 3), (1, 4), (2, 4)]"
5,0.25,0.333333333333,6015,-0,3,0.94921875,0.7119140625,0,"[(1, 2), (1, 3), (2, 3), (1, 4), (2, 4), (3, 4)]"
5,0.25,0.333333333333,22399,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 2), (1, 3), (1, 4), (2, 3, 4)]"
5,0.25,0.333333333333,14207,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 2), (2, 3), (2, 4), (1, 3, 4)]"
5,0.25,0.333333333333,30591,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2), (1, 3, 4), (2, 3, 4)]"
5,0.25,0.333333333333,3967,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 3), (2, 3), (1, 2, 4)]"
5,0.25,0.333333333333,8063,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 3), (2, 3), (1, 2, 4), (3, 4)]"
5,0.25,0.333333333333,24447,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 3), (1, 2, 4), (2, 3, 4)]"
5,0.25,0.333333333333,16255,-0,3.07407407407,0.97265625,0.7294921875,0,"[(2, 3), (1, 2, 4), (1, 3, 4)]"
5,0.25,0.333333333333,32639,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 4), (1, 3, 4), (2, 3, 4)]"
5,0.25,0.333333333333,255,-0,2.37037037037,0.75,0.5625,0,"[(1, 2, 3)]"
5,0.25,0.333333333333,65791,-0,2.7037037037,0.85546875,0.6416015625,0,"[(1, 2, 3), (5,)]"
5,0.25,0.333333333333,1114367,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2, 3), (3, 5)]"
5,0.25,0.333333333333,327935,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2, 3), (2, 5)]"
5,0.25,0.333333333333,1376511,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2, 3), (2, 5), (3, 5)]"
5,0.25,0.333333333333,5570815,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 3), (2, 3, 5)]"
5,0.25,0.333333333333,196863,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2, 3), (1, 5)]"
5,0.25,0.333333333333,1245439,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2, 3), (1, 5), (3, 5)]"
5,0.25,0.333333333333,3342591,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 3), (1, 3, 5)]"
5,0.25,0.333333333333,459007,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2, 3), (1, 5), (2, 5)]"
5,0.25,0.333333333333,1507583,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 2, 3), (1, 5), (2, 5), (3, 5)]"
5,0.25,0.333333333333,5701887,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2, 3), (1, 5), (2, 3, 5)]"
5,0.25,0.333333333333,3604735,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2, 3), (2, 5), (1, 3, 5)]"
5,0.25,0.333333333333,7799039,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 3), (1, 3, 5), (2, 3, 5)]"
5,0.25,0.333333333333,983295,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 3), (1, 2, 5)]"
5,0.25,0.333333333333,2031871,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2, 3), (1, 2, 5), (3, 5)]"
5,0.25,0.333333333333,6226175,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 3), (1, 2, 5), (2, 3, 5)]"
5,0.25,0.333333333333,4129023,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 3), (1, 2, 5), (1, 3, 5)]"
5,0.25,0.333333333333,8323327,-0,3.14814814815,0.99609375,0.7470703125,0,"[(1, 2, 3), (1, 2, 5), (1, 3, 5), (2, 3, 5)]"
5,0.25,0.333333333333,16711935,-0,3.16049382716,1,0.75,1,"[(1, 2, 3, 5)]"
5,0.25,0.333333333333,511,-0,2.7037037037,0.85546875,0.6416015625,0,"[(1, 2, 3), (4,)]"
5,0.25,0.333333333333,4607,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2, 3), (3, 4)]"
5,0.25,0.333333333333,1535,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2, 3), (2, 4)]"
5,0.25,0.333333333333,5631,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2, 3), (2, 4), (3, 4)]"
5,0.25,0.333333333333,22015,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 3), (2, 3, 4)]"
5,0.25,0.333333333333,1023,-0,2.81481481481,0.890625,0.66796875,0,"[(1, 2, 3), (1, 4)]"
5,0.25,0.333333333333,5119,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2, 3), (1, 4), (3, 4)]"
5,0.25,0.333333333333,13311,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 3), (1, 3, 4)]"
5,0.25,0.333333333333,2047,-0,2.92592592593,0.92578125,0.6943359375,0,"[(1, 2, 3), (1, 4), (2, 4)]"
5,0.25,0.333333333333,6143,-0,3.03703703704,0.9609375,0.720703125,0,"[(1, 2, 3), (1, 4), (2, 4), (3, 4)]"
5,0.25,0.333333333333,22527,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2, 3), (1, 4), (2, 3, 4)]"
5,0.25,0.333333333333,14335,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2, 3), (2, 4), (1, 3, 4)]"
5,0.25,0.333333333333,30719,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 3), (1, 3, 4), (2, 3, 4)]"
5,0.25,0.333333333333,4095,-0,2.96296296296,0.9375,0.703125,0,"[(1, 2, 3), (1, 2, 4)]"
5,0.25,0.333333333333,8191,-0,3.07407407407,0.97265625,0.7294921875,0,"[(1, 2, 3), (1, 2, 4), (3, 4)]"
5,0.25,0.333333333333,24575,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 3), (1, 2, 4), (2, 3, 4)]"
5,0.25,0.333333333333,16383,-0,3.11111111111,0.984375,0.73828125,0,"[(1, 2, 3), (1, 2, 4), (1, 3, 4)]"
5,0.25,0.333333333333,32767,-0,3.14814814815,0.99609375,0.7470703125,0,"[(1, 2, 3), (1, 2, 4), (1, 3, 4), (2, 3, 4)]"
5,0.25,0.333333333333,65535,-0,3.16049382716,1,0.75,1,"[(1, 2, 3, 4)]"
5,0.285714285714,0.4,0,0,0,0,0,0,"[]"
5,0.285714285714,0.4,1,-0,1,0.260308204915,0.185934432082,0,"[()]"
5,0.285714285714,0.4,65537,-0,1.4,0.36443148688,0.260308204915,0,"[(5,)]"
5,0.285714285714,0.4,257,-0,1.4,0.36443148688,0.260308204915,0,"[(4,)]"
5,0.285714285714,0.4,65793,-0,1.8,0.468554768846,0.334681977747,0,"[(4,), (5,)]"
5,0.285714285714,0.4,16843009,-0,1.96,0.510204081633,0.36443148688,0,"[(4, 5)]"
5,0.285714285714,0.4,17,-0,1.4,0.36443148688,0.260308204915,0,"[(3,)]"
5,0.285714285714,0.4,65553,-0,1.8,0.468554768846,0.334681977747,0,"[(3,), (5,)]"
5,0.285714285714,0.4,1114129,-0,1.96,0.510204081633,0.36443148688,0,"[(3, 5)]"
5,0.285714285714,0.4,273,-0,1.8,0.468554768846,0.334681977747,0,"[(3,), (4,)]"
5,0.285714285714,0.4,65809,-0,2.2,0.572678050812,0.40905575058,0,"[(3,), (4,), (5,)]"
5,0.285714285714,0.4,16843025,-0,2.36,0.614327363599,0.438805259713,0,"[(3,), (4, 5)]"
5,0.285714285714,0.4,1114385,-0,2.36,0.614327363599,0.438805259713,0,"[(4,), (3, 5)]"
5,0.285714285714,0.4,17891601,-0,2.52,0.655976676385,0.468554768846,0,"[(3, 5), (4, 5)]"
5,0.285714285714,0.4,4369,-0,1.96,0.510204081633,0.36443148688,0,"[(3, 4)]"
5,0.285714285714,0.4,69905,-0,2.36,0.614327363599,0.438805259713,0,"[(3, 4), (5,)]"
5,0.285714285714,0.4,16847121,-0,2.52,0.655976676385,0.468554768846,0,"[(3, 4), (4, 5)]"
5,0.285714285714,0.4,1118481,-0,2.52,0.655976676385,0.468554768846,0,"[(3, 4), (3, 5)]"
5,0.285714285714,0.4,17895697,-0,2.68,0.697625989171,0.498304277979,0,"[(3, 4), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286331153,-0,2.744,0.714285714286,0.510204081633,0,"[(3, 4, 5)]"
5,0.285714285714,0.4,5,-0,1.4,0.36443148688,0.260308204915,0,"[(2,)]"
5,0.285714285714,0.4,65541,-0,1.8,0.468554768846,0.334681977747,0,"[(2,), (5,)]"
5,0.285714285714,0.4,327685,-0,1.96,0.510204081633,0.36443148688,0,"[(2, 5)]"
5,0.285714285714,0.4,261,-0,1.8,0.468554768846,0.334681977747,0,"[(2,), (4,)]"
5,0.285714285714,0.4,65797,-0,2.2,0.572678050812,0.40905575058,0,"[(2,), (4,), (5,)]"
5,0.285714285714,0.4,16843013,-0,2.36,0.614327363599,0.438805259713,0,"[(2,), (4, 5)]"
5,0.285714285714,0.4,327941,-0,2.36,0.614327363599,0.438805259713,0,"[(4,), (2, 5)]"
5,0.285714285714,0.4,17105157,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 5), (4, 5)]"
5,0.285714285714,0.4,1285,-0,1.96,0.510204081633,0.36443148688,0,"[(2, 4)]"
5,0.285714285714,0.4,66821,-0,2.36,0.614327363599,0.438805259713,0,"[(2, 4), (5,)]"
5,0.285714285714,0.4,16844037,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 4), (4, 5)]"
5,0.285714285714,0.4,328965,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 4), (2, 5)]"
5,0.285714285714,0.4,17106181,-0,2.68,0.697625989171,0.498304277979,0,"[(2, 4), (2, 5), (4, 5)]"
5,0.285714285714,0.4,84215045,-0,2.744,0.714285714286,0.510204081633,0,"[(2, 4, 5)]"
5,0.285714285714,0.4,21,-0,1.8,0.468554768846,0.334681977747,0,"[(2,), (3,)]"
5,0.285714285714,0.4,65557,-0,2.2,0.572678050812,0.40905575058,0,"[(2,), (3,), (5,)]"
5,0.285714285714,0.4,1114133,-0,2.36,0.614327363599,0.438805259713,0,"[(2,), (3, 5)]"
5,0.285714285714,0.4,327701,-0,2.36,0.614327363599,0.438805259713,0,"[(3,), (2, 5)]"
5,0.285714285714,0.4,1376277,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 5), (3, 5)]"
5,0.285714285714,0.4,277,-0,2.2,0.572678050812,0.40905575058,0,"[(2,), (3,), (4,)]"
5,0.285714285714,0.4,65813,-0,2.6,0.676801332778,0.483429523413,0,"[(2,), (3,), (4,), (5,)]"
5,0.285714285714,0.4,16843029,-0,2.76,0.718450645564,0.513179032546,0,"[(2,), (3,), (4, 5)]"
5,0.285714285714,0.4,1114389,-0,2.76,0.718450645564,0.513179032546,0,"[(2,), (4,), (3, 5)]"
5,0.285714285714,0.4,17891605,-0,2.92,0.760099958351,0.542928541679,0,"[(2,), (3, 5), (4, 5)]"
5,0.285714285714,0.4,327957,-0,2.76,0.718450645564,0.513179032546,0,"[(3,), (4,), (2, 5)]"
5,0.285714285714,0.4,17105173,-0,2.92,0.760099958351,0.542928541679,0,"[(3,), (2, 5), (4, 5)]"
5,0.285714285714,0.4,1376533,-0,2.92,0.760099958351,0.542928541679,0,"[(4,), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18153749,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,4373,-0,2.36,0.614327363599,0.438805259713,0,"[(2,), (3, 4)]"
5,0.285714285714,0.4,69909,-0,2.76,0.718450645564,0.513179032546,0,"[(2,), (3, 4), (5,)]"
5,0.285714285714,0.4,16847125,-0,2.92,0.760099958351,0.542928541679,0,"[(2,), (3, 4), (4, 5)]"
5,0.285714285714,0.4,1118485,-0,2.92,0.760099958351,0.542928541679,0,"[(2,), (3, 4), (3, 5)]"
5,0.285714285714,0.4,17895701,-0,3.08,0.801749271137,0.572678050812,0,"[(2,), (3, 4), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286331157,-0,3.144,0.818408996252,0.584577854465,0,"[(2,), (3, 4, 5)]"
5,0.285714285714,0.4,332053,-0,2.92,0.760099958351,0.542928541679,0,"[(3, 4), (2, 5)]"
5,0.285714285714,0.4,17109269,-0,3.08,0.801749271137,0.572678050812,0,"[(3, 4), (2, 5), (4, 5)]"
5,0.285714285714,0.4,1380629,-0,3.08,0.801749271137,0.572678050812,0,"[(3, 4), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18157845,-0,3.24,0.843398583923,0.602427559945,0,"[(3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286593301,-0,3.304,0.860058309038,0.614327363599,0,"[(2, 5), (3, 4, 5)]"
5,0.285714285714,0.4,1301,-0,2.36,0.614327363599,0.438805259713,0,"[(3,), (2, 4)]"
5,0.285714285714,0.4,66837,-0,2.76,0.718450645564,0.513179032546,0,"[(3,), (2, 4), (5,)]"
5,0.285714285714,0.4,16844053,-0,2.92,0.760099958351,0.542928541679,0,"[(3,), (2, 4), (4, 5)]"
5,0.285714285714,0.4,1115413,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 4), (3, 5)]"
5,0.285714285714,0.4,17892629,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 4), (3, 5), (4, 5)]"
5,0.285714285714,0.4,328981,-0,2.92,0.760099958351,0.542928541679,0,"[(3,), (2, 4), (2, 5)]"
5,0.285714285714,0.4,17106197,-0,3.08,0.801749271137,0.572678050812,0,"[(3,), (2, 4), (2, 5), (4, 5)]"
5,0.285714285714,0.4,84215061,-0,3.144,0.818408996252,0.584577854465,0,"[(3,), (2, 4, 5)]"
5,0.285714285714,0.4,1377557,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 4), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18154773,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 4), (2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,85263637,-0,3.304,0.860058309038,0.614327363599,0,"[(3, 5), (2, 4, 5)]"
5,0.285714285714,0.4,5397,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 4), (3, 4)]"
5,0.285714285714,0.4,70933,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 4), (3, 4), (5,)]"
5,0.285714285714,0.4,16848149,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 4), (3, 4), (4, 5)]"
5,0.285714285714,0.4,1119509,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 4), (3, 4), (3, 5)]"
5,0.285714285714,0.4,17896725,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 4), (3, 4), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286332181,-0,3.304,0.860058309038,0.614327363599,0,"[(2, 4), (3, 4, 5)]"
5,0.285714285714,0.4,333077,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 4), (3, 4), (2, 5)]"
5,0.285714285714,0.4,17110293,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 4), (3, 4), (2, 5), (4, 5)]"
5,0.285714285714,0.4,84219157,-0,3.304,0.860058309038,0.614327363599,0,"[(3, 4), (2, 4, 5)]"
5,0.285714285714,0.4,1381653,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 4), (3, 4), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18158869,-0,3.4,0.88504789671,0.632177069078,0,"[(2, 4), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286594325,-0,3.464,0.901707621824,0.644076872732,0,"[(2, 4), (2, 5), (3, 4, 5)]"
5,0.285714285714,0.4,85267733,-0,3.464,0.901707621824,0.644076872732,0,"[(3, 4), (3, 5), (2, 4, 5)]"
5,0.285714285714,0.4,353703189,-0,3.528,0.918367346939,0.655976676385,0,"[(2, 4, 5), (3, 4, 5)]"
5,0.285714285714,0.4,85,-0,1.96,0.510204081633,0.36443148688,0,"[(2, 3)]"
5,0.285714285714,0.4,65621,-0,2.36,0.614327363599,0.438805259713,0,"[(2, 3), (5,)]"
5,0.285714285714,0.4,1114197,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 3), (3, 5)]"
5,0.285714285714,0.4,327765,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 3), (2, 5)]"
5,0.285714285714,0.4,1376341,-0,2.68,0.697625989171,0.498304277979,0,"[(2, 3), (2, 5), (3, 5)]"
5,0.285714285714,0.4,5570645,-0,2.744,0.714285714286,0.510204081633,0,"[(2, 3, 5)]"
5,0.285714285714,0.4,341,-0,2.36,0.614327363599,0.438805259713,0,"[(2, 3), (4,)]"
5,0.285714285714,0.4,65877,-0,2.76,0.718450645564,0.513179032546,0,"[(2, 3), (4,), (5,)]"
5,0.285714285714,0.4,16843093,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 3), (4, 5)]"
5,0.285714285714,0.4,1114453,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 3), (4,), (3, 5)]"
5,0.285714285714,0.4,17891669,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (3, 5), (4, 5)]"
5,0.285714285714,0.4,328021,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 3), (4,), (2, 5)]"
5,0.285714285714,0.4,17105237,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (2, 5), (4, 5)]"
5,0.285714285714,0.4,1376597,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (4,), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18153813,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,5570901,-0,3.144,0.818408996252,0.584577854465,0,"[(4,), (2, 3, 5)]"
5,0.285714285714,0.4,22348117,-0,3.304,0.860058309038,0.614327363599,0,"[(2, 3, 5), (4, 5)]"
5,0.285714285714,0.4,4437,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 3), (3, 4)]"
5,0.285714285714,0.4,69973,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 3), (3, 4), (5,)]"
5,0.285714285714,0.4,16847189,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (3, 4), (4, 5)]"
5,0.285714285714,0.4,1118549,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (3, 4), (3, 5)]"
5,0.285714285714,0.4,17895765,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (3, 4), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286331221,-0,3.304,0.860058309038,0.614327363599,0,"[(2, 3), (3, 4, 5)]"
5,0.285714285714,0.4,332117,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (3, 4), (2, 5)]"
5,0.285714285714,0.4,17109333,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (3, 4), (2, 5), (4, 5)]"
5,0.285714285714,0.4,1380693,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (3, 4), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18157909,-0,3.4,0.88504789671,0.632177069078,0,"[(2, 3), (3, 4), (2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,286593365,-0,3.464,0.901707621824,0.644076872732,0,"[(2, 3), (2, 5), (3, 4, 5)]"
5,0.285714285714,0.4,5574997,-0,3.304,0.860058309038,0.614327363599,0,"[(3, 4), (2, 3, 5)]"
5,0.285714285714,0.4,22352213,-0,3.464,0.901707621824,0.644076872732,0,"[(3, 4), (2, 3, 5), (4, 5)]"
5,0.285714285714,0.4,290787669,-0,3.528,0.918367346939,0.655976676385,0,"[(2, 3, 5), (3, 4, 5)]"
5,0.285714285714,0.4,1365,-0,2.52,0.655976676385,0.468554768846,0,"[(2, 3), (2, 4)]"
5,0.285714285714,0.4,66901,-0,2.92,0.760099958351,0.542928541679,0,"[(2, 3), (2, 4), (5,)]"
5,0.285714285714,0.4,16844117,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (2, 4), (4, 5)]"
5,0.285714285714,0.4,1115477,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (2, 4), (3, 5)]"
5,0.285714285714,0.4,17892693,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (2, 4), (3, 5), (4, 5)]"
5,0.285714285714,0.4,329045,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (2, 4), (2, 5)]"
5,0.285714285714,0.4,17106261,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (2, 4), (2, 5), (4, 5)]"
5,0.285714285714,0.4,84215125,-0,3.304,0.860058309038,0.614327363599,0,"[(2, 3), (2, 4, 5)]"
5,0.285714285714,0.4,1377621,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (2, 4), (2, 5), (3, 5)]"
5,0.285714285714,0.4,18154837,-0,3.4,0.88504789671,0.632177069078,0,"[(2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]"
5,0.285714285714,0.4,85263701,-0,3.464,0.901707621824,0.644076872732,0,"[(2, 3), (3, 5), (2, 4, 5)]"
5,0.285714285714,0.4,5571925,-0,3.304,0.860058309038,0.614327363599,0,"[(2, 4), (2, 3, 5)]"
5,0.285714285714,0.4,22349141,-0,3.464,0.901707621824,0.644076872732,0,"[(2, 4), (2, 3, 5), (4, 5)]"
5,0.285714285714,0.4,89458005,-0,3.528,0.918367346939,0.655976676385,0,"[(2, 3, 5), (2, 4, 5)]"
5,0.285714285714,0.4,5461,-0,2.68,0.697625989171,0.498304277979,0,"[(2, 3), (2, 4), (3, 4)]"
5,0.285714285714,0.4,70997,-0,3.08,0.801749271137,0.572678050812,0,"[(2, 3), (2, 4), (3, 4), (5,)]"
5,0.285714285714,0.4,16848213,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (2, 4), (3, 4), (4, 5)]"
5,0.285714285714,0.4,1119573,-0,3.24,0.843398583923,0.602427559945,0,"[(2, 3), (2, 4), (3, 4), (3, 5)]"
5,0.285714285714,0.4,17896789,-0,3.4,0.88504789671,0.632177069078,0,"[(2, 3), (2, 4), (3, 4), (3, 5), (4, 5)]"
